2.7201 -1.00907 nan 2.61823e-16 -2.61738e-16 -6.67455e-18 -0.447755 -0.753393 0.876405
3.56714 2.10703 nan 0.49697 0.49697 -3.00361e-15 -0.447755 -0.753393 1.22537
3.80651 3.00463 nan 0.49697 0.309856 0.388547 -0.447755 -0.753393 1.37077
3.6808 -2.38096 nan 0.49697 -0.110586 0.48451 -0.447755 -0.753393 1.29312
3.15551 -1.48336 nan 0.49697 -0.447755 0.215627 -0.447755 -0.753393 0.999094
2.14081 -0.585767 nan 0.49697 -0.447755 -0.215627 -0.447755 -0.753393 0.555932
1.8076 0.311831 nan 0.49697 -0.110586 -0.48451 -0.447755 -0.753393 0.438395
2.89815 1.20943 nan 0.49697 0.309856 -0.388547 -0.447755 -0.753393 0.872261
3.9439 1.65823 nan 0.718143 0.647025 -0.311591 -0.447755 -0.753393 1.22971
4.50406 1.97006 nan 0.789614 0.782219 -0.107814 -0.447755 -0.753393 1.43019
4.65652 2.24399 nan 0.789614 0.782219 0.107814 -0.447755 -0.753393 1.5281
4.44348 2.55583 nan 0.718143 0.647025 0.311591 -0.447755 -0.753393 1.53806
4.84244 2.86766 nan 0.789614 0.571997 0.544342 -0.447755 -0.753393 1.65324
4.86091 -3.14159 nan 0.789614 0.403413 0.678784 -0.447755 -0.753393 1.66602
4.50406 -2.82976 nan 0.718143 0.159802 0.700138 -0.447755 -0.753393 1.57856
4.76393 -2.51793 nan 0.789614 -0.0689494 0.786598 -0.447755 -0.753393 1.59964
4.65652 -2.24399 nan 0.789614 -0.279171 0.738616 -0.447755 -0.753393 1.5281
4.15197 -1.93216 nan 0.718143 -0.447755 0.561467 -0.447755 -0.753393 1.35254
4.23225 -1.62033 nan 0.789614 -0.657976 0.436529 -0.447755 -0.753393 1.26636
3.9439 -1.3464 nan 0.789614 -0.751533 0.242255 -0.447755 -0.753393 1.1076
3.21 -1.03457 nan 0.718143 -0.718143 2.53311e-13 -0.447755 -0.753393 0.858897
2.89815 -0.722734 nan 0.789614 -0.751533 -0.242255 -0.447755 -0.753393 0.652875
2.14081 -0.448799 nan 0.789614 -0.657976 -0.436529 -0.447755 -0.753393 0.420546
1.09055 -0.136968 nan 0.718143 -0.447755 -0.561467 -0.447755 -0.753393 0.198756
1.09055 0.174864 nan 0.789614 -0.279171 -0.738616 -0.447755 -0.753393 0.184171
2.14081 0.448799 nan 0.789614 -0.0689494 -0.786598 -0.447755 -0.753393 0.420546
2.7201 0.76063 nan 0.718143 0.159802 -0.700138 -0.447755 -0.753393 0.660835
3.56714 1.07246 nan 0.789614 0.403413 -0.678784 -0.447755 -0.753393 0.922893
3.9439 1.3464 nan 0.789614 0.571997 -0.544342 -0.447755 -0.753393 1.1076
4.70575 1.52126 nan 0.876405 0.730298 -0.48451 -0.447755 -0.753393 1.27991
5.01496 1.65823 nan 0.89551 0.806826 -0.388547 -0.447755 -0.753393 1.37371
4.95345 1.7952 nan 0.876405 0.834139 -0.268883 -0.447755 -0.753393 1.42818
5.47116 1.90771 nan 0.918251 0.900071 -0.181814 -0.447755 -0.753393 1.51838
5.58913 2.0028 nan 0.922418 0.917413 -0.0959632 -0.447755 -0.753393 1.56364
5.34019 2.10703 nan 0.89551 0.89551 -5.91494e-14 -0.447755 -0.753393 1.58007
5.70694 2.21125 nan 0.922418 0.917413 0.0959632 -0.447755 -0.753393 1.64253
5.69709 2.30634 nan 0.918251 0.900071 0.181814 -0.447755 -0.753393 1.66907
