5.30791 2.41886 nan 0.876405 0.834139 0.268883 -0.447755 -0.753393 1.66032
5.53189 2.55583 nan 0.89551 0.806826 0.388547 -0.447755 -0.753393 1.71085
5.38987 2.69279 nan 0.876405 0.730298 0.48451 -0.447755 -0.753393 1.71726
5.84738 2.80531 nan 0.918251 0.703333 0.590345 -0.447755 -0.753393 1.77442
5.91562 2.9004 nan 0.922418 0.647025 0.65743 -0.447755 -0.753393 1.78841
5.61359 3.00463 nan 0.89551 0.558341 0.700138 -0.447755 -0.753393 1.76859
5.92984 3.10885 nan 0.922418 0.49697 0.777094 -0.447755 -0.753393 1.79863
5.87465 -3.07924 nan 0.918251 0.419038 0.817063 -0.447755 -0.753393 1.79396
5.43262 -2.96673 nan 0.876405 0.309856 0.819802 -0.447755 -0.753393 1.74742
5.59403 -2.82976 nan 0.89551 0.19927 0.873057 -0.447755 -0.753393 1.75465
5.38987 -2.69279 nan 0.876405 0.0765281 0.873057 -0.447755 -0.753393 1.71726
5.7963 -2.58028 nan 0.918251 -0.0230295 0.917962 -0.447755 -0.753393 1.73817
5.82109 -2.48519 nan 0.922418 -0.110586 0.915765 -0.447755 -0.753393 1.72137
5.47116 -2.38096 nan 0.89551 -0.19927 0.873057 -0.447755 -0.753393 1.66871
5.73825 -2.27674 nan 0.922418 -0.297701 0.873057 -0.447755 -0.753393 1.66392
5.63747 -2.18165 nan 0.918251 -0.37754 0.837047 -0.447755 -0.753393 1.6284
5.14077 -2.06913 nan 0.876405 -0.447755 0.753393 -0.447755 -0.753393 1.54797
5.23134 -1.93216 nan 0.89551 -0.558341 0.700138 -0.447755 -0.753393 1.5088
4.95345 -1.7952 nan 0.876405 -0.634869 0.604175 -0.447755 -0.753393 1.42818
5.2932 -1.68268 nan 0.918251 -0.73205 0.554335 -0.447755 -0.753393 1.40636
5.25935 -1.58759 nan 0.922418 -0.784923 0.48451 -0.447755 -0.753393 1.35657
4.84244 -1.48336 nan 0.89551 -0.806826 0.388547 -0.447755 -0.753393 1.27233
5.03434 -1.37914 nan 0.922418 -0.868197 0.311591 -0.447755 -0.753393 1.22711
4.86091 -1.28405 nan 0.918251 -0.889822 0.226718 -0.447755 -0.753393 1.15926
4.27417 -1.17153 nan 0.876405 -0.868197 0.119664 -0.447755 -0.753393 1.04914
4.23225 -1.03457 nan 0.89551 -0.89551 3.14534e-13 -0.447755 -0.753393 0.958487
3.80651 -0.897598 nan 0.876405 -0.868197 -0.119664 -0.447755 -0.753393 0.837031
3.9887 -0.785084 nan 0.918251 -0.889822 -0.226718 -0.447755 -0.753393 0.764628
3.80651 -0.68999 nan 0.922418 -0.868197 -0.311591 -0.447755 -0.753393 0.681816
3.21 -0.585767 nan 0.89551 -0.806826 -0.388547 -0.447755 -0.753393 0.57357
3.15551 -0.481544 nan 0.922418 -0.784923 -0.48451 -0.447755 -0.753393 0.486377
2.7201 -0.38645 nan 0.918251 -0.73205 -0.554335 -0.447755 -0.753393 0.392383
1.8076 -0.273935 nan 0.876405 -0.634869 -0.604175 -0.447755 -0.753393 0.27034
1.09055 -0.136968 nan 0.89551 -0.558341 -0.700138 -0.447755 -0.753393 0.13895
0 0 nan 0.876405 -0.447755 -0.753393 -0.447755 -0.753393 nan
1.09055 0.112514 nan 0.918251 -0.37754 -0.837047 -0.447755 -0.753393 0.122285
1.8076 0.207608 nan 0.922418 -0.297701 -0.873057 -0.447755 -0.753393 0.217002
2.14081 0.311831 nan 0.89551 -0.19927 -0.873057 -0.447755 -0.753393 0.31189
2.89815 0.416054 nan 0.922418 -0.110586 -0.915765 -0.447755 -0.753393 0.422892
3.21 0.511148 nan 0.918251 -0.0230295 -0.917962 -0.447755 -0.753393 0.513013
3.15551 0.623663 nan 0.876405 0.0765281 -0.873057 -0.447755 -0.753393 0.600248
3.6808 0.76063 nan 0.89551 0.19927 -0.873057 -0.447755 -0.753393 0.731068
3.80651 0.897598 nan 0.876405 0.309856 -0.819802 -0.447755 -0.753393 0.837031
4.44348 1.01011 nan 0.918251 0.419038 -0.817063 -0.447755 -0.753393 0.953783
4.65652 1.10521 nan 0.922418 0.49697 -0.777094 -0.447755 -0.753393 1.03118
4.50406 1.20943 nan 0.89551 0.558341 -0.700138 -0.447755 -0.753393 1.08981
4.95345 1.31365 nan 0.922418 0.647025 -0.65743 -0.447755 -0.753393 1.18291
5.01496 1.40875 nan 0.918251 0.703333 -0.590345 -0.447755 -0.753393 1.24325
