0 0.49697 0.49697 0.49697 0.49697 0.49697 0.49697 0.49697 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.718143 0.789614 0.789614 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 0.876405 0.89551 0.876405 0.918251 0.922418 0.89551 0.922418 0.918251 
0.49697 nan 0.445533 0.788865 0.970827 0.970827 0.788865 0.445533 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 
0.49697 0.445533 0 0.445533 0.788865 0.970827 0.970827 0.788865 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 
0.49697 0.788865 0.445533 nan 0.445533 0.788865 0.970827 0.970827 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 
0.49697 0.970827 0.788865 0.445533 nan 0.445533 0.788865 0.970827 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 
0.49697 0.970827 0.970827 0.788865 0.445533 nan 0.445533 0.788865 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 
0.49697 0.788865 0.970827 0.970827 0.788865 0.445533 4.65661e-10 0.445533 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.357598 0.571599 0.712162 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 
0.49697 0.445533 0.788865 0.970827 0.970827 0.788865 0.445533 0 0.357598 0.571599 0.712162 0.801866 0.993296 1.09037 1.10955 1.24022 1.27343 1.21511 1.27343 1.24022 1.10955 1.09037 0.993296 0.801866 0.712162 0.571599 0.357598 0.306581 0.306581 0.438395 0.509769 0.555932 0.648321 0.700485 0.731013 0.808143 0.852965 0.872261 0.954372 0.999094 1.08507 1.12742 1.14197 1.20417 1.23155 1.22537 1.28028 1.29312 1.35625 1.37638 1.36434 1.40268 1.40647 1.37077 1.39248 1.37077 1.40647 1.40268 1.36434 1.37638 1.35625 1.29312 1.28028 1.22537 1.23155 1.20417 1.14197 1.12742 1.08507 0.999094 0.954372 0.872261 0.852965 0.808143 0.731013 0.700485 0.648321 0.555932 0.509769 0.438395 0.445418 0.432176 0.398539 0.432176 0.445418 
0.718143 0.357598 0.801866 1.10955 1.21511 1.10955 0.801866 0.357598 nan 0.265693 0.478044 0.66578 0.910766 1.0676 1.15645 1.33684 1.41551 1.40526 1.50477 1.50477 1.40526 1.41551 1.33684 1.15645 1.0676 0.910766 0.66578 0.478044 0.265693 0.198756 0.177367 0.198756 0.30073 0.370909 0.431876 0.53093 0.602295 0.660835 0.775317 0.858897 0.96651 1.03192 1.07494 1.15828 1.20763 1.22971 1.31137 1.35254 1.43473 1.47228 1.47986 1.53523 1.55497 1.53806 1.58031 1.57856 1.62978 1.63875 1.61365 1.63875 1.62978 1.57856 1.58031 1.53806 1.55497 1.53523 1.47986 1.47228 1.43473 1.35254 1.31137 1.22971 1.20763 1.15828 1.07494 1.03192 0.96651 0.858897 0.775317 0.660835 0.602295 0.53093 0.431876 0.370909 0.30073 
0.789614 0.306581 0.712162 1.09037 1.27343 1.24022 0.993296 0.571599 0.265693 nan 0.23818 0.478044 0.741549 0.932497 1.0676 1.27824 1.38878 1.41551 1.54604 1.5742 1.50477 1.54604 1.49301 1.33684 1.27824 1.14227 0.910766 0.741549 0.530219 0.420546 0.31059 0.184171 0.141823 0.136479 0.166926 0.266153 0.344254 0.420546 0.548595 0.652875 0.769686 0.847763 0.908445 1.00331 1.06631 1.1076 1.20588 1.26636 1.36046 1.40999 1.4319 1.49897 1.53039 1.5281 1.58558 1.59964 1.66269 1.68209 1.66846 1.70458 1.70568 1.66602 1.68191 1.65324 1.68207 1.6719 1.6262 1.62946 1.60099 1.5281 1.50031 1.43019 1.41983 1.37876 1.30259 1.26891 1.21009 1.1076 1.03253 0.922893 0.867835 0.796125 0.695009 0.624189 0.540258 
