0001 +1 +1.0000000000000000 +0.0000000000000000 +0.0000000000000000 +0.0000000000000000
0002 +1 +0.0000000000000000 -0.7071067811865475 +0.7071067811865475 +0.0000000000000000
0003 +1 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000 +0.7071067811865475
0004 +1 +0.5000000000000000 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0005 +1 -0.5000000000000000 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0006 +1 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475 +0.7071067811865475
0007 -1 +0.0000000000000000 +0.0000000000000000 +0.0000000000000000 +1.0000000000000000
0008 -1 +0.0000000000000000 +0.7071067811865475 +0.7071067811865475 +0.0000000000000000
0009 -1 -0.7071067811865475 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000
0010 -1 -0.5000000000000000 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0011 -1 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0012 -1 +0.7071067811865475 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000
0013 +1 +0.0000000000000000 -0.7071067811865475 +0.0000000000000000 +0.7071067811865475
0014 +1 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0015 +1 +0.0000000000000000 +0.0000000000000000 +1.0000000000000000 +0.0000000000000000
0016 +1 -0.7071067811865475 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475
0017 +1 -0.7071067811865475 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000
0018 +1 +0.5000000000000000 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0019 -1 +0.7071067811865475 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000
0020 -1 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0021 -1 +0.0000000000000000 +1.0000000000000000 +0.0000000000000000 +0.0000000000000000
0022 -1 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475
0023 -1 +0.0000000000000000 +0.0000000000000000 -0.7071067811865475 +0.7071067811865475
0024 -1 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0025 -1 +0.5000000000000000 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0026 -1 -0.7071067811865475 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000
0027 -1 -0.7071067811865475 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475
0028 -1 +0.0000000000000000 +0.0000000000000000 +1.0000000000000000 +0.0000000000000000
0029 -1 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0030 -1 +0.0000000000000000 -0.7071067811865475 +0.0000000000000000 +0.7071067811865475
0031 +1 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0032 +1 +0.0000000000000000 +0.0000000000000000 -0.7071067811865475 +0.7071067811865475
0033 +1 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475
0034 +1 +0.0000000000000000 +1.0000000000000000 +0.0000000000000000 +0.0000000000000000
0035 +1 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0036 +1 +0.7071067811865475 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000
0037 -1 +0.0000000000000000 +0.0000000000000000 +0.7071067811865475 +0.7071067811865475
0038 -1 -0.5000000000000000 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0039 -1 +0.5000000000000000 -0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0040 -1 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000 +0.7071067811865475
0041 -1 +0.0000000000000000 -0.7071067811865475 +0.7071067811865475 +0.0000000000000000
0042 -1 +1.0000000000000000 +0.0000000000000000 +0.0000000000000000 +0.0000000000000000
0043 +1 +0.7071067811865475 +0.7071067811865475 +0.0000000000000000 +0.0000000000000000
0044 +1 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000 +0.5000000000000000
0045 +1 -0.5000000000000000 +0.5000000000000000 -0.5000000000000000 +0.5000000000000000
0046 +1 -0.7071067811865475 +0.0000000000000000 +0.7071067811865475 +0.0000000000000000
0047 +1 +0.0000000000000000 +0.7071067811865475 +0.7071067811865475 +0.0000000000000000
0048 +1 +0.0000000000000000 +0.0000000000000000 +0.0000000000000000 +1.0000000000000000
